"Company";"TypeName";"Inches";"Screen_size";"ScreenResolution_Width";"ScreenResolution_Length";"PPI";"Has_Touch_Screen";"Has_IPS_Panel";"Cpu_Brand";"CPU_Model";"Processing_speed";"Ram";"memory_type";"primary_memory";"secondary_memory";"weight";"price";"Intel";"AMD";"Nvidia";"macOS";"Windows";"Linux";"Android"
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;1.8;69477;1;0;0;0;1;0;0
"MSI";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.7;75071;0;0;1;0;1;0;0
"HP";"Workstation";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.6;92615;0;0;1;0;1;0;0
"Toshiba";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.5;16;"SSD";512;0;2.4;74751;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";128;2048;2.0;51729;0;1;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;2.2;17155;1;0;0;0;0;0;0
"Dell";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.7;53226;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;1;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;2.4;29696;1;0;0;0;1;0;0
"Dell";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;1.4;76030;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;1.9;23389;1;0;0;0;1;0;0
"Asus";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.0;50349;1;0;0;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i5";2.5;6;"SSD";128;1024;2.8;38308;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;1.9;34045;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;2.2;26586;0;0;1;0;0;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;2.0;20725;1;0;0;0;1;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i5";1.6;8;"SSD";128;1024;2.8;57808;0;1;0;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";128;1024;2.4;43103;0;0;1;0;0;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;2.3;47898;0;1;0;0;1;0;0
"HP";"Ultrabook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;1.4;93240;1;0;0;0;1;0;0
"Asus";"2 in 1 Convertible";15.6;"Moderate";1080;1920;141;1;0;"Intel";"Core i7";2.7;12;"SSD";512;2048;2.3;58554;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;2.1;22697;0;1;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;1;"AMD";"Ryzen 1700";3.0;16;"SSD";256;1024;3.3;117162;0;1;0;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;2.6;26053;0;1;0;0;1;0;0
"Dell";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;1.6;46300;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;1.9;26053;0;1;0;0;1;0;0
"Lenovo";"Netbook";11.6;"Small";768;1366;135;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";128;0;1.6;29463;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;1.8;16463;1;0;0;0;1;0;0
"Asus";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;1.5;15238;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;2.4;45074;0;0;1;0;0;1;0
"HP";"Gaming";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";2.8;8;"SSD";128;1024;3.4;63456;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;1.9;21498;1;0;0;0;0;0;0
"Asus";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.3;88178;0;0;1;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.5;58554;0;0;1;0;1;0;0
"Asus";"Ultrabook";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;1.1;93181;1;0;0;0;1;0;0
"Lenovo";"Ultrabook";14.0;"Small";1440;2560;210;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;1.1;121584;1;0;0;0;1;0;0
"Lenovo";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;1.5;29250;1;0;0;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;2.2;72940;0;1;0;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;2.0;113752;0;0;1;0;1;0;0
"Lenovo";"2 in 1 Convertible";14.0;"Small";1440;2560;210;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;1.4;133679;1;0;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;3.0;55357;0;0;1;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;3.0;84768;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;2.2;36975;0;0;1;0;1;0;0
"MSI";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.7;71874;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;2.3;41498;0;1;0;0;0;1;0
"HP";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;1.9;26586;0;1;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;2.1;65510;0;1;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.9;49976;1;0;0;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";2160;3840;282;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;1.8;144495;0;0;1;0;1;0;0
"Lenovo";"Ultrabook";14.0;"Small";1440;2560;210;0;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;1.1;139860;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;2.2;16303;1;0;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.9;81465;0;0;1;0;1;0;0
"Lenovo";"Notebook";25.6;"High";1080;1920;86;0;1;"Intel";"Core i5";1.6;8;"SSD";256;1024;2.1;60978;0;1;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.5;46833;0;0;1;0;0;1;0
"MSI";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.8;119826;0;0;1;0;1;0;0
"Asus";"Ultrabook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;1.1;99793;1;0;0;0;1;0;0
"Toshiba";"Ultrabook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;1.2;93080;1;0;0;0;1;0;0
"Dell";"Ultrabook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;1.4;89510;1;0;0;0;1;0;0
"Lenovo";"Notebook";35.6;"High";1080;1920;62;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;2.2;21791;1;0;0;0;1;0;0
"Lenovo";"Notebook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;1.2;16221;1;0;0;0;1;0;0
"Lenovo";"Workstation";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;2.7;102564;0;0;1;0;1;0;0
"Lenovo";"Ultrabook";14.0;"Small";1440;2560;210;0;1;"Intel";"Core i7";2.8;8;"SSD";512;0;1.7;58347;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;2.1;24988;0;1;0;0;1;0;0
"Acer";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;1;"Intel";"Core i7";2.5;8;"SSD";256;0;1.6;42038;1;0;0;0;1;0;0
"Asus";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.3;49443;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;2.3;31909;0;1;0;0;0;1;0
"Dell";"Notebook";13.3;"Small";768;1366;118;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;1.7;36709;1;0;0;0;1;0;0
"HP";"Ultrabook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;1.4;79920;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.1;28768;1;0;0;0;1;0;0
"Lenovo";"Ultrabook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;1.8;64755;0;1;0;0;1;0;0
"Lenovo";"2 in 1 Convertible";15.6;"Moderate";2160;3840;282;1;1;"Intel";"Core i7";2.8;16;"SSD";512;0;2.0;101178;0;0;1;0;1;0;0
"Chuwi";"Notebook";12.3;"Small";1824;2736;267;0;1;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;1.4;23922;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;2.3;76030;1;0;0;0;1;0;0
"Asus";"Notebook";35.6;"High";1080;1920;62;0;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;2.3;31808;0;0;1;0;0;1;0
"Dell";"Gaming";27.3;"High";1440;2560;108;0;1;"Intel";"Core i7";2.9;16;"SSD";256;1024;4.4;149130;0;0;1;0;1;0;0
"Dell";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.6;61751;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";256;2048;2.0;60867;0;1;0;0;1;0;0
"Dell";"Ultrabook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;1.6;58554;1;0;0;0;0;1;0
"HP";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;12;"SSD";256;1024;3.4;106506;0;0;1;0;1;0;0
"Mediacom";"2 in 1 Convertible";11.6;"Small";1080;1920;190;1;1;"Intel";"Celeron Dual";1.1;4;"SSD";32;0;1.2;15930;1;0;0;0;1;0;0
"Samsung";"Netbook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;1.2;14332;1;0;0;0;0;0;1
"Lenovo";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;1.4;53812;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i3";2.7;4;"SSD";128;0;1.7;31914;1;0;0;0;1;0;0
"Lenovo";"Workstation";15.6;"Moderate";2160;3840;282;0;1;"Intel";"Core i7";2.8;16;"SSD";512;0;2.3;130269;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.9;16;"SSD";512;0;2.5;130482;0;0;1;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"AMD";"Ryzen 1600";3.2;8;"SSD";256;1024;3.2;90309;0;1;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;2.1;18488;1;0;0;0;1;0;0
"Google";"Ultrabook";12.3;"Small";1600;2400;235;1;0;"Intel";"Core i7";1.3;16;"SSD";512;0;1.1;117162;1;0;0;0;0;0;1
"Lenovo";"Ultrabook";24.0;"High";1440;2560;122;0;0;"Intel";"Core i7";2.7;24;"SSD";512;0;1.3;126912;1;0;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;2.0;29783;1;0;0;0;0;1;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;2.8;27652;0;1;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;2.2;39906;0;1;0;0;1;0;0
"Lenovo";"Ultrabook";12.5;"Small";1080;1920;176;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.4;76137;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;2.2;18594;1;0;0;0;1;0;0
"HP";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.2;58554;0;0;1;0;1;0;0
"Dell";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;1.6;62817;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;2.4;23539;1;0;0;0;0;1;0
"Dell";"Workstation";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Xeon E3-1505M";3.0;8;"HDD";64;1024;2.2;106187;0;0;1;0;1;0;0
"MSI";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.2;54757;0;0;1;0;1;0;0
"Microsoft";"Ultrabook";13.5;"Small";1504;2256;201;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;1.3;137941;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;1.9;31381;1;0;0;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.7;16;"SSD";256;0;2.2;105228;0;0;1;0;1;0;0
"HP";"Workstation";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.9;8;"SSD";512;0;2.3;81731;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.7;71661;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";128;1024;2.4;52161;0;1;0;0;1;0;0
"Dell";"2 in 1 Convertible";11.6;"Small";768;1366;135;1;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;1.5;25521;1;0;0;0;1;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";2.7;8;"HDD";1024;0;4.4;109010;0;0;1;0;1;0;0
"Microsoft";"Ultrabook";13.5;"Small";1504;2256;201;1;0;"Intel";"Core M";2.2;4;"SSD";128;0;1.3;52693;1;0;0;0;1;0;0
"Microsoft";"Ultrabook";33.5;"High";1504;2256;81;1;0;"Intel";"Core i7";2.5;8;"SSD";256;0;1.3;95850;1;0;0;0;1;0;0
"HP";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;2.5;34093;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;2.2;28984;0;0;1;0;1;0;0
"Acer";"Netbook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;1.4;23176;1;0;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.4;39906;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;1.5;42570;0;1;0;0;0;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;2.7;111355;0;0;1;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;2.0;16197;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;2.2;24988;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;2.0;63871;0;1;0;0;1;0;0
"HP";"Gaming";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;3.8;90522;0;0;1;0;1;0;0
"Lenovo";"Ultrabook";14.0;"Small";1440;2560;210;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;1.4;98994;1;0;0;0;1;0;0
"HP";"2 in 1 Convertible";13.3;"Small";2160;3840;331;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;1.3;106506;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";500;0;1.9;61485;0;1;0;0;1;0;0
"Google";"Ultrabook";12.3;"Small";1600;2400;235;1;0;"Intel";"Core i5";1.2;8;"SSD";128;0;1.1;67932;1;0;0;0;0;0;1
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;1.4;98133;1;0;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";2160;3840;282;0;1;"Intel";"Core i7";2.6;12;"SSD";128;1024;2.1;69210;1;0;0;0;1;0;0
"Dell";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Core i3";2.3;8;"SSD";128;0;1.8;39427;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.5;8;"SSD";180;0;1.7;72673;1;0;0;0;1;0;0
"Toshiba";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.1;89084;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;2.2;67239;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;2.2;31254;1;0;0;0;1;0;0
"HP";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";1.6;4;"SSD";128;0;1.5;38681;1;0;0;0;1;0;0
"Chuwi";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";64;0;1.9;13261;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;2.3;30103;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;1.8;55890;1;0;0;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;2.2;124568;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;2.1;101178;0;0;1;0;1;0;0
"Lenovo";"Ultrabook";12.5;"Small";1080;1920;176;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;1.4;95797;1;0;0;0;1;0;0
"Asus";"Ultrabook";12.5;"Small";1080;1920;176;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;0.9;103896;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.3;53918;0;0;1;0;1;0;0
"Toshiba";"Ultrabook";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";2.7;32;"SSD";512;0;1.1;149130;1;0;0;0;1;0;0
"Asus";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.0;71928;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;2.2;30849;0;1;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;1;1;"Intel";"Core i7";2.6;24;"SSD";256;1024;4.3;67612;0;0;1;0;1;0;0
"Lenovo";"Ultrabook";12.5;"Small";768;1366;125;0;1;"Intel";"Core i5";2.3;8;"SSD";180;0;1.3;58554;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;2.2;47893;1;0;0;0;1;0;0
"HP";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;1.5;93186;1;0;0;0;1;0;0
"Lenovo";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i3";2.4;8;"SSD";256;0;1.4;50562;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.3;48538;1;0;0;0;1;0;0
"Asus";"Netbook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;1.2;18115;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.9;32979;0;1;0;0;1;0;0
"Lenovo";"2 in 1 Convertible";13.9;"Small";1080;1920;158;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;1.4;85194;1;0;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;2.1;15930;1;0;0;0;1;0;0
"Lenovo";"Netbook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;1.3;14119;1;0;0;0;0;0;1
"Lenovo";"Notebook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.4;50562;1;0;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;1024;2.0;65214;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;2.2;32660;0;0;1;0;1;0;0
"HP";"Ultrabook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;1.3;70489;1;0;0;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"SSD";256;1024;2.4;61218;0;0;1;0;0;0;0
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;1;1;"Intel";"Core i5";2.5;8;"SSD";128;0;1.3;47898;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;4;"HDD";500;0;2.2;34045;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.2;44542;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;16;"SSD";256;2048;2.2;64961;0;1;0;0;1;0;0
"Xiaomi";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";1.8;16;"SSD";256;0;2.0;74589;0;0;1;0;0;0;0
"Asus";"Netbook";11.6;"Small";768;1366;135;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;1.1;13053;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;1;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;2.0;27783;1;0;0;0;1;0;0
"Asus";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;24;"SSD";512;0;2.2;158135;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.0;47365;0;0;1;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;3.0;80133;0;0;1;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"SSD";256;1024;3.2;74538;0;0;1;0;1;0;0
"HP";"Ultrabook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;1.3;74538;1;0;0;0;1;0;0
"Dell";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;1.6;68184;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;1.6;36709;1;0;0;0;1;0;0
